id,tweets_en,searchQuery,Sentiment
1720029333861896250,"BREAKING: ISRAELI SETTLERS BURN OLIVE TREES WEST OF NABLUS IN THE WEST BANK

Hamas are hiding in olive trees in the West Bank right?",Hamas,negative
1720205954543718862,"Guardian columnist Chante Joseph has apologised ( presumably to save her job ) for reposting  a number of pro Hamas tweets , including one which said posters showing kidnapped Israeli children were  “propaganda”.  How many other anti-Semites are there on the Guardian’s payroll?",Hamas,negative
1719853541295018096,"🇵🇸🇮🇱 FLASH | “This is the deliberate bombing of a trapped population with nowhere to flee. #Gaza has been an open-air prison for almost two decades and is quickly becoming a mass grave. 40% of those killed are innocent children Entire families are being murdered. As the world watches and with the active support of many governments, millions of Palestinian civilians - children, women, families - are collectively punished and dehumanized, while being deprived of food, medicine and ""humanitarian aid against international law. By refusing to demand a humanitarian ceasefire and preventing the #UN Security Council from imposing one on both sides, world leaders are complicit in its crimes"" , said Angelina #Jolie.",Gaza,negative
1720175974996643996,"🇵🇸🇮🇱 While Israel is killing any living being in sight in Gaza, settlers have took it as an opportunity to steal more homes in the West Bank.

The worst part?

The Israeli Army is helping them do it, just like always.

I feel, and have always felt, so sorry for the Palestinians 💔

No human deserves this.

May God help them.",Gaza,negative
493356985975574528,A young #Gaza girl searches through the rubble of her bombed home & retrieves her books. What a spirit. nitter.net/Shusmo/status/49… #ICC4Israel,Gaza,neutral
1720127151171584158,"larael has dropped 25,000 tons of explosives on Gaza Strip, which is equivalent to the explosive force of two nuclear bombs.",Gaza,negative
1720189682066006135,"How many more? How much more grief and suffering? 

A humanitarian ceasefire is overdue for the sake of humanity.

Four @UNRWA shelters in📍#Gaza damaged in less than 24 hours ⬇️
unrwa.org/newsroom/official-…",Gaza,negative
1720065426682532106,"🚨🇮🇱 FOOTAGE of ISRAEL’S BOMBING of a Gaza Refugee Camp!

Follow @stairwayto3dom (source)",Gaza,neutral
1720208722776015359,"🇵🇸🇮🇱 Israel killed another Palestinian journalist.

And 10 of his family members.

In the south of Gaza.

Where Israel told people to flee to.

His name was Mohammed Abu Hattab.

31 Palestinian journalists have been killed so far.

RIP ❤️🕊️

…",Gaza,negative
1719820793998188787,"In #Gaza, a poor #Palestinian mother cries for her son, says : “All of this is because of #Hamas’ D0gs 🐕”.",Gaza,negative
1720109008156295554,"We spoke with @GhassanAbuSitt1, a doctor who is operating inside Gaza – he's fearful of what is to come if fuel runs out in hospitals. 

“Basically, without electricity, this hospital becomes a mass grave.”",Gaza,negative
1720125312871096804,"lsrael drops barrel bombs on Bureij refugee camp, Gaza.",Gaza,negative
1720212758845653428,"In Gaza, we reached to a point where we search names of relatives and friends in the killed people list to see if they’re alive or not.",Gaza,negative
1719967575139062172,"Bombing a refugee camp and killing dozens of mainly women and children to get one “target” wouldn’t be tolerated anywhere else in the world - and it can’t be tolerated in Gaza.

Australia must join the vast majority of the world in calling for a ceasefire.",Gaza,negative
1720049138484527363,"No “ethnic cleansing” in Gaza. The goal of the IDF is not to replace a Palestinian population with Israelis but to defend itself against a terrible aggression. By telling such lies,
@alma_dufour, you assume your mission as a Hamas propagandist.",Gaza,negative
1714385205836877996,what the fuck is the point of having international law if israel is allowed to breach every single law in it without facing any consequences whatsoever???,Israel,negative
1720284840719732814,"“ antisemitism shouldn’t be used as fear tactic to not support what’s happing to Palestinian people”

Listen to the young  Jews and show them support and love. They need it 

#Gaza 
#Israel",Israel,neutral
1720301923696566707,"We dont buy neutral statement, condemn Israel & off reply?

Thats would be the best answer. 

Boyyyyyyyyyyyyyyyyyyyykot.",Israel,negative
1720126820597793045,"Big breaking..📢📢

Why are United Nations officials taking decisions in favor of Palestine??🤔

You see in this video what a wonderful extra service Palestine has arranged for the United Nations officials..!!😏😜

@Israel
@IsraelinIndia

#IStandWithIsrael 🙏",Israel,neutral
1720103858477924742,"THEY ARE BOMBING SCHOOLS. LOOK AT THE CHILDREN, THE MEN, THE WOMEN. Fuck everyone treating this like a fucking trend and fuck Israel and fuck zionists who think it's self-defense to bomb schools, bakeries and hospitals. It's not self-defense to bomb civilians. #CeaseFireInGazaNOW",Israel,negative
1718562543696744523,"Selena gomez supporting Israel shouldn't be a surprise, they both have one thing in common

Playing the victim.",Israel,negative
1720318741873864858,Okay 👍,Israel,positive
1720261521270538246,"Israel condemned Bolivia's decision to sever diplomatic relations with the colonial country and considered ""the Bolivian government's decision to sever diplomatic relations with Israel as a surrender to terrorism.""

Meanwhile, Diego Pary, Bolivian Ambassador to the UN, in front of representatives of other countries at the UN meeting, stated, ""To our brothers and sisters in Palestine, I repeat once again, you are not alone, Bolivia stands with you and the world community is also with you.""

Gracias Bolivia 🇧🇴",Israel,neutral
1720108201687846963,"BREAKING: Every single country in the world, except the US and Israel, has voted at the UN to condemn the US blockade on Cuba. Ukraine abstained from the vote.

For the 31st straight year, the world overwhelmingly opposes the US's ongoing war on Cuba.",Israel,neutral
1720314316782710807,"Saudi Arabia only controls the territory of Saudi Arabia, so they are only responsible for their territory. That's why Saudi protects its people, if Saudi attacks Israel first, then Israel can attack Saudi and its civilians back. Currently they can only provide assistance.",Israel,negative
1720318741257638131,"He defends Israel with Gadot, but this sele has a lot of followers.",Israel,neutral
1720209969771929998,Why is it illegal to talk about the Nakba in Israel?,Israel,negative
1720242200204693624,"🇮🇱 ISRAEL IS A TERRORIST STATE! 

🚨 The media is HIDING THE TRUTH.",Israel,negative
1720223527226200169,"Neither the PA, PLO, Fatah nor Hamas practice or preach secularism.

This western projection of instilling a Jeffersonian democracy in MENA has spanned the political spectrum. It never materializes.

The Jewish people won’t be victims in your political experiment.",Hamas,negative
1720118328331530499,"The Israeli Ministry of Energy has awarded 12 licenses to six companies, including ENI, for natural gas exploration off the Mediterranean coast.
Licenses assigned when conflict
Israel-Hamas entered its 4th week.

C'est l'argent qui fait la guerre.",Hamas,neutral
1719989353672216934,"F*ck around and find out!
The best way to deal with Hamas lovers who remove posters of hostages 👏

Please watch and share:",Hamas,negative
1720087779617775699,"Must watch❗️
This will show you how clueless those who chant free Palestine really are.

""Help Hamas free Palestine? 🤗 (excited)
Ok, so do you agree that:
1. Every Jew, Christian, and non-Muslim in the world must be slaughtered?
2. You endorse making homosexuality punished by jail or death?
3. Do you believe Iran should use Palestinians as puppets to spread radical jihad and destroy the West?
4. You support strict Sharia Law which bans women from showing their knees and hair, playing sports in public, and traveling without a man's permission?
5. You want a terrorist group that beheads babies and rapes girls to replace (the) only democracy in the middle east?

So you don't want to sign?"" 🤔
Why are you a useful idiot?",Hamas,negative
1720252010652422517,Dramatic footage released by Palestinian resistance group Hamas shows its fighter racing toward an Israeli tank and placing an apparent explosive device on it before shelling the armoured vehicle,Hamas,neutral
1720151766233202877,"""A masked man appeared,
""He unmasked all the impostors.""

#AlQassamBrigades Abu Ubeida Hamas
#FreePalestine",Hamas,neutral
1719985814040396049,"Irresponsible to say that!

These are children who are dying under Israeli bombs.

These are children who are threatened by the lack of water and food.

What is their responsibility for Hamas' crimes?

How would killing them be an act of defense?",Hamas,negative
1720048325964009759,"I just watched 47 minutes of unreleased footage from the Hamas massacre

It was worse than a bloodbath

I’ve taken notes and will share more soon

This is the last thing I wrote:

“They said the name of their God at the time when most people would doubt that God exists”",Hamas,negative
1720086751828693478,"""The conflict in Palestine has nothing to do with feminism.""

Well, in Gaza there are 50,000 pregnant women and more than 5,000 will give birth in the next 3 weeks without a hospital, among ruins, bombs and white phosphorus. Maybe it doesn't seem sexist to the ladies.",Gaza,negative
1719350058905182260,"In the wake of the horrific massacre by Gaza-based terrorists of over a thousand Israelis, Israel’s Defense Minister @yoavgallant announced a “complete siege” of the territory. Some have wrongly interpreted that to mean that Israel supplied, and is now cutting off, all of Gaza's water, electricity, & food. 

Here are the facts.

Water:

Gaza is an oasis with its own water supply. But many Gaza residents have drilled wells wherever they wanted, leading to vast overuse and saltwater infiltration from the sea, and Hamas made no effort to stop this until 2021, when the aquifer's water quality had already been severely damaged.

Israel has long supplemented Gaza's supply by providing water through the Kissufim pipeline, and in recent years has increased the supply of water through new pipelines. In 2021, Israel supplied 14.4 MCM of water to Gaza, while 192.5 MCM was drawn from the aquifer under Gaza.

So when Gallant said Israel was cutting off the water, he was only referring to the approximately 14 MCM, and even that didn't last long - on October 29 Israel announced that two out of the three pipelines into Gaza had been reopened.

Electricity:

Gaza mainly gets its electricity from the Israel Electric Company (subsidized by Israeli taxpayers), the power plant run by Gaza Power Generating Company which burns diesel fuel, and solar panels; Gaza is in fact a world leader in solar power.

During the October 7 attacks, 9 out of 10 of the transmission lines that connect the Gaza power grid to Israel were cut. So apparently, some believe that even though Hamas attacks cut the power lines, Israel is obligated to repair them and then supply power to Hamas at its own expense.

And while Israel stopped diesel deliveries to Gaza after October 7, Hamas is estimated to have enough fuel and supplies stored for months of fighting in their subterranean bases and tunnels; they could share it with the civilians they supposedly protect, but seem to have chosen not to.

Food:

While Gaza did import food and other goods through Kerem Shalom, the crossing point was attacked by Hamas on October 7 and is currently a war zone. Moreover, Gaza produces more food than the local market can absorb and much of it is exported.

Any food problems Gazan civilians are currently experiencing are not due to Israel's decision to impose a siege, but Hamas's decision to impose an all-out war on Israel.",Gaza,negative
1720113503153910202,The fact that the Palestinians in Gaza figured out how to extinguish the white phosphorous by putting sand on it. Ya Allah I’m at a loss for words,Gaza,negative
1719981595593937407,"Do you see what I see? Do you hear what I hear? Look, look & see for yourself ….. THIS is the FUTURE 

Love to all my Jewish friends and all the supporters wherever u r ♥️

#Gaza",Gaza,positive
1720043162914247085,"“What I see unfolding in Gaza and beyond is genocide”

There’s more truth in these 52 seconds from Craig Mokhiber (who just resigned from the UN Human Rights Office) than weeks and weeks of mainstream media coverage.",Gaza,negative
1720245274046865705,"KEEP SPREADING AWARENESS

#CeasefireNOW #starlinkforgaza #EgyptInternetForGaza #Egypt_Gaza_Network #CeaseFireInGaza",Gaza,neutral
1720260346026557790,Thank you K'Patricia for using your platform to spread awareness about what happened in Gaza 🥺🍉,Gaza,positive
1719801862428246460,"This boy is the only survivor of an Israeli airstrike, which targeted his house, killing his entire family. A volunteer at one of #Gaza's hospitals is taking care of him now.",Gaza,negative
1720052826225676385,"Hananya Naftali was perhaps the first to claim the bombing of the Al-Ahli Hospital in the besieged Gaza Strip was carried out by the occupation forces. He then hurriedly deleted the tweet and tried to walk it back.

He has claimed to be a ""civilian"" and a ""social media influencer"".

In fact, as my investigation shows, he served in the occupation forces and in the reserves and is now in uniform leading a digital media task force working directly for Netanyahu.

Oh, and he shared (then deleted) a picture of dead Palestinian children on social media about whom he said “The world should thank us for destroying these little time bombs.""

This is Zionism.

#DismantleZionism

Read here: presstv.ir/Detail/2023/11/01…",Gaza,negative
1719946056073707918,"Civilians killed in the special military operation by Russia in Ukraine in 20 months: Approximately 9,000

Civilians killed in operation swords of iron by Israel in Gaza in 3 weeks: Approximately 10,000

The US Govt called civilian deaths in Ukraine unacceptable, but not in Gaza.",Gaza,negative
1720171030101033113,"Brazilian federal representative Carla Zambelli publishes a photo on her Instagram account that shows Palestinians as rats.

More than 3,760 Palestinian children were killed by Israel in the last 3 weeks in Gaza.

This is unacceptable.",Gaza,negative
1720260794095649194,"Distinguish the real landowners from the cursed Zionist looters.

Gazans can have breakfast with bombs clearly visible flying in the sky.

Cursed Zionists hear the rocket sirens and run away.",Gaza,negative
1720177066618843248,"Our colleague Mai was murdered yesterday in #Gaza.
Mai suffered from muscular dystrophy and stopped walking when she was 12 years old. Her health problems did not stop her from fighting for her dreams. She scored 98% in the tawjihi exam. She became a developer

REST IN PEACE MAI",Gaza,negative
1720291963369320902,The sky of Gaza every day,Gaza,neutral
1720165376447651855,"The bravery of Al Qassam Brigade fighters, Thursday (2/11/2023) attacked an Israeli tank, by placing a bomb on it and then shooting it with an anti-tank RPG, east of Al Zeitoun, Gaza Strip.",Gaza,negative
1720039828145009034,"It’s sad to see our beloved star @iamsrk chose to remain silent on Gaza genocide. Honestly it hurts.

But @Ons_Jabeur , Tunisian Tennis star during her post match interview.

“I am very happy with the win but I haven't been very happy lately...

I am sorry. It’s very tough seeing children & babies dying every day.""

And also she assured to donate a part of her prize money to Palestine.

I wish our celebrities start to speak. If more people raise their voice, we can end the war soon.

#IsraeliNewNazism #GazaGenoside #CeasefireForGaza #DunkiTeaser #StopGenocideInGaza",Gaza,negative
1720226769708482707,"This journalist in Gaza has enough, his colleague was just  killed by Israel, and breaks down in tears on Live TV 😢

""This does not protect us, we are victims too"" 💔💔💔💔",Gaza,negative
1720234375659610592,You're literally imprisoning a journalist for exposing US war crimes and arming Israel while it murders dozens of journalists in Gaza.,Gaza,negative
1720172101523374438,"Palestine TV reporter gets killed in an lsraeli airstrike targeting his house in Khan Yunis, southern Gaza Strip.",Gaza,negative
1720318721388909039,"Israeli soldiers have encircled Gaza City, the Israeli military said yesterday, waging “face-to-face battles” with Hamas as they push forward with what officials have predicted will be a long and bloody ground invasion. US Presses for a Pause in Fighting nytimes.com/live/2023/11/02/…",Gaza,negative
1720183781141704916,"For reasons I will never understand, when I was a first year at uni, a middle-aged Doctor from Gaza moved temporarily into the room opposite mine in halls.

We weren't sure what to make of our new neighbour. But after a day, I decided to knock on his door and say hello... 1/🧵",Gaza,neutral
1720293312161071347,"These children are not terrorists. Israel has killed more than 4,000 children in recent days in Gaza.

When will the Zionist army be accused of carrying out crimes against humanity in Gaza?",Gaza,negative
1720172904594169989,"Israel has controlled the Palestinian population registry since 1967. They know exactly who lives where in Gaza. 

Israeli forces are deliberately targeting the homes of journalists because they know exactly where they live and they are determined to silence them.",Gaza,negative
1720317438451990627,"""The US military is flying surveillance drones over the Gaza Strip... the officials said the drones were being used to aid in hostage recovery efforts, indicating that the US is more involved than previously known."" nytimes.com/2023/11/02/world…",Gaza,neutral
1719760967993835999,"The smell of dead flesh fills the air in Gaza. In some places it has been described as ""unbearable""",Gaza,negative
1720085172685860923,"The Filipino people will continue to chant ""From the river to the sea, Palestine will be free!"" 🇵🇸

Meanwhile, this fraud keeps on exposing her pro-Zionist stance. Shame on you, Maria Ressa. You do not deserve the Nobel Peace Prize. #DropTheLine",Palestine,negative
1720014517499773353,"BREAKING: Actionists spray the Foreign Office in London, 106 years after Britain signed away the land of Palestine to the zionist colonial project. 

Since then, Britain continues to arm apartheid Israel's ethnic cleansing of the Palestinian people. BRITAIN IS GUILTY! #Balfour106",Palestine,negative
1720293892929757410,"🇵🇸 🇮🇱 Conflict Update

Escalation of #Palestine conflict - #Israel, #Yemen 🇾🇪 preparing MIG-29s fighter jets..

May Allah ﷻ protect all Muslims...

Allah is the Greatest!!

#FreePalestine #NoOilForIsrael #ConflictUpdate",Palestine,neutral
1720318734060093730,"#GenocideJoe looked really timid at the meeting with naziyahu, like, he has been a bad boy.",Palestine,negative
1720318733187735956,"Still laughing on every reply that zi0nist made under the news about palestine, they always bring their 7 october carddd. Oh how pity they are😌",Palestine,negative
1720123785242669269,more americans need to see these type of signs bc how are we not all enraged right now??? our tax dollars is funding a genocide while we have no healthcare and homeless people on the street starving,Palestine,negative
1720296890250486266,jungkook jackson,Palestine,neutral
1720318731945926867,"When Russia attacked Ukraine on a full scale, the world began to shout stand with Ukraine. And so - the Western world supported the Ukrainians, it accepted them, gave them shelter and the opportunity to live without Russian bombings. Today, the Islamic world: we stand with Palestine. And we close the borders for them🤡.",Palestine,neutral
1720057506397847802,"""Please Save My Daughter!""

A Father from Gaza, Barefoot, Trying to Get His Daughter to the Hospital...

#Palestine TSK to Gaza Nebi Hatipoğlu Kemal Kılıçdaroğlu Gaye Erkan Ekrem Engin Polat Haydar Enes Çetinkaya Alevi to TL #ELKASSAMBRIGAYS",Palestine,neutral
1720153704572006636,"BREAKING:

A Hamas fighter destroyed an Israeli tank with his bare hands",Hamas,negative
1720277348900057589,"🇮🇱🇵🇸 Bassem Eid, Palestinian and peace activist: ""We are Palestinians who are going to support Israel to get rid of Hamas. What Hamas gave to its people in the last 17 years has been misery, barbarity and destruction"" . t.me/+8aCpYuZTdug4YzZh",Hamas,negative
1720101083140542812,Can’t read Italian but it makes sense since there is an Israeli survivor of the kibbutz attack that claimed that Hamas didn’t kill the people there. Israeli soldiers did.,Hamas,negative
1720154231888388404,"Young woman kidnapped by Hamas defended dialogue with the Palestinians. oantagonista.com.br/mundo/jo….

oantagonista.com.br/mundo/jo…",Hamas,neutral
1719369227931468094,"In 16 years of rule, Hamas did not protect Palestinians by building a single bomb shelter. Not one. 

Brave Egyptian journalist:",Hamas,negative
1720318729190314280,"UN source? Link? I searched and found nothing, Hamas figure.

journaldemontreal.com/2023/1…",Hamas,negative
1719248026349322519,"Hamas was not a terrorist organization. According to Ahmet Davutoglu, he saw a girl going to the festival.
If you shoot him in the head and make him walk behind a car, you are a terrorist organization.",Hamas,negative
1720222525576163378,"🚨🇵🇸 Every ambulance arriving at this hospital is transporting CIVILIANS INJURED by ISRAELI BOMBINGS.

🇮🇱 Why does the media LIE and tell you ISRAEL is BOMBING HAMAS?",Hamas,negative
1720277269275357298,"I will repeat: The Palestinian people are hostages of Hamas!

They are good people!

Here we see some (Palestinian) boys playing football with Israeli soldiers.

Israel is freeing these people!",Hamas,neutral
1720141853314707484,"Israel has decided to revoke citizenship of those who are supporting Hamas and all their properties will be seized

Israel knows how to deal with traitors.

India should also introduce a law to revoke citizenship of those who chant Pro Pakistan slogans , support Pakistan and should be kicked out of the country.

Hope India learns this big lesson from Israel.",Hamas,negative
1720318725713207358,"Just right.
Hamas must be purged from the planet. expressen.se/nyheter/israel-…",Hamas,negative
1720318740997566962,Let HaShem help Israel ✊❤️🇮🇱✌️,Israel,positive
1720277124576375025,"Why is this list of companies being boycotted? To target maximum impact.

BDS knows that all Israeli companies are complicit. That's why those who have a direct and possible role are selected for a massive boycott.

Targeted boycott",Israel,negative
1720318740397453363,"Yeah. It is ancient and they were called Philistines.
You now know why David defeated Goliath.
Today New Israel is David; and Goliath is not Palestinian, it is the rest of the world that will go against Israel and will perish in its vicinity.",Israel,negative
1720307850684301683,"He plays the victim, he's silly, he has boobs like a dinosaur, he's a narcissist, he licks Israel's ass, he's a manly thinker about Justin, and he's not aware of himself",Israel,negative
1720318739672174819,"Don't get cocky again if Israeli bombs stray into Lebanon and Yemen, then accuse Israel of being cruel.",Israel,negative
1720047358111777082,"Che Guevara's daughter:

""To the Arab peoples... if you allow Israel to continue to do what it wants. Where will it stop? What are you waiting for?"" 

""To the Palestinian peoples: Homeland or death, we shall overcome! Forward, brothers! Until victory always.""",Israel,neutral
1720216134795079868,"Anyone who has been near a running tank would know just how imposing it is.

But to do this against an enemy tank during combat takes an insane amount of dedication and courage.

This is why Israel cannot defeat an ideology.",Israel,negative
1720318738971443551,"Russia, Hezbollah and Iran defeated ISIS.
USA, Saudi and Israel created and funded ‘Syrian Rebels’ otherwise known as ISIS.
We know who the terrorists are.",Israel,negative
1720105176999059728,"🔴⚡️URGENT: Following the bombings of the Israeli air force on southern Lebanon, Hezbollah has just launched a Grad rocket on the Kyriat Simona colony in the north of Israel on the border with Lebanon which was violently hit.",Israel,negative
1720019545828569504,Boycott Israel and the companies that support Israel.,Israel,negative
1720300210868613252,"LATEST

The IDF confirmed 4 of its Army officers were KILLED in the Battle in Northern Gaza",Gaza,negative
1720271986155512264,"🇮🇱🇮🇳

Staff-Sgt. Halel Solomon was an @IDF soldier of Indian origin, and he has fallen fighting Hamas terrorists in Gaza.

His hometown, Dimona is called 'Little India'.",Gaza,negative
1720137546267775121,"Dozens of Jewish anti-Zionists and others in solidarity with Palestine blocked the entrance to Raytheon's Tucson offices, staging a die-in to ""send a message that Raytheon cannot continue business as usual while its weapons are used to mass murder civilians in Gaza.""",Gaza,negative
1720231356901491142,"Abu Ubaida: We informed the Israeli population that the number of deaths in your army was much greater than what was announced by your leaders.

Watch more of your soldiers return in body bags, and we will make Gaza a “curse upon you”",Gaza,negative
1720232381670629833,"For everyone's knowledge, yesterday Israeli terrorist forces destroyed another Palestinian civilian shelter camp. Bureij camp, central Gaza.
.
Israel's main plan is to seize northern Gaza. That's why they drive the Palestinians to the south. The theory is that they seized Gaza from the center to the north to make the Ben Gurion Canal (which will pass through the north of Gaza). This economic plan may be strongly supported by the US, UK & Saudi for their economy.
.
People's eyes have been blinded by money.",Gaza,negative
1719977655666352508,"Whoever wins in a war, children shouldn’t lose!
The urgent need is to protect and prioritize Israeli and Palestinian children during the ongoing Israel-Hamas conflict.
Need of the hour
#gaza #IsraelPalestineWar #Palestine #Israel",Gaza,negative
1720168539284275471,"Injuries arrive to the hospital following an Israeli bombardment that targeted a home in Gaza. 2.11.23

Injuries in the bombing of a house for the Abu Hatab family in Gaza",Gaza,negative
1720181129079132325,"BREAKING: American Jews & allies are holding a massive sit-in at Philadelphia's largest train station, calling for a #CeasefireNOW.

The violence against the people of Gaza has to end, the hostages must be released, and we need a political solution. More death will solve nothing.",Gaza,negative
1720312356524442027,"Inquirer: Gaza is frequently depicted as being occupied by Israel, when there have been no Israelis voluntarily living in Gaza for almost two decades: bit.ly/3QkcVMt",Gaza,negative
1719999822248251447,In Gaza people do not have any transportation. People are walking to transport from a place to another.,Gaza,negative
1720304305683521940,"#Gaza_Tantsar
#Gaza

""Don't be sad, God is with us.""

#Let_Imran_Khan_be
#Movement of the nation by Imran Khan",Gaza,neutral
1720281852303528415,"UPDATE #TaufanAlAqsa #GazaWinning

This is the face of a Zionist sniper who came to aim and kill the children and mothers of #Gaza. With Allah's permission and help ﷻ #AlQassam brothers managed to shoot back and it was reported that @fayedfa died today | @sahabatalaqsha

God bless you",Gaza,negative
1720197322221691344,"BREAKING: WHO chief says situation in Gaza 'indescribable', 'hospitals full of injured, lying in corridors, morgues overcrowded, doctors operating without anesthesia, fear, death, destruction, loss. As health needs soar, our ability to meet those needs plummets'.",Gaza,negative
1720191243831955690,"""We can't take it anymore, we are exhausted. We are going to be killed, it is only a matter of time. There is no protection, no impunity. This vest does not protect us. Nothing protects journalists. We lose lives, one after another. Mohammed Abu Hatab was here 1/2 hour ago."" #Gaza #غزة",Gaza,negative
1720220819991744780,"roier saluting techno 😭 o7
“This is so beautiful”",Palestine,positive
1720190236603318413,🚨🇫🇷🇵🇸 Paris STANDS WITH PALESTINE!,Palestine,positive
1720253945665212893,"She's referring to a post on X where I asked people to consider: if Jëwish people just got caught lying about 40 beheaded Jëwish babies and several other things, have they lied about other things in the past?

There was no specific thing questioned. But you see, how dare I even imply that Jëws have lied about things.

Do you see this supremacy runs DEEEEEEP?",Palestine,negative
1720068411877720546,"Mosque is bombed in Palestine.

You can still hear “Allahu Akbar” ❤️",Palestine,neutral
1719862757955088404,❤️🇵🇸 Praying for Palestine,Palestine,positive
1720289552386929129,"#Last minute

The Algerian Parliament authorized President Abdulmecid Tebbun to go to war with Israel.
(Haberturk)

Earthquake
Dilan Polat
#ElkassamBrigades
#Palestine
HAARP
Ersan Şen
The Turks
Abdullah Çatlı
Hezbollah
Fatih Erbakan
Alevi",Palestine,neutral
1720318729689669661,Shot Glass of Tears .. bruh burh!!! Who hurt my best friend Jungkook. I need names,Palestine,negative
1720290669112222072,"I wonder how the so called “progressives” that are so fucking quiet right now will act when looking back at this moment in time. History will not look kindly on those upholding white supremasist settler colonialism, apartheid and genocide.",Palestine,negative
1720070434341941385,"Two Chinese companies Alibaba and Baidu removed Israel's name from their digital maps.

#Palestine #israelpalestinewar #China #GazaGenocide #Map #News",Palestine,negative
1720259167858896934,"We have failed the people of Palestine and Kashmir. We are 1.5 Billion people and yet our voice to stop this blatant injustice is insignificant. I am asking the OIC that unless we have a united front, these abuses will keep happening- Former PM Pakistan, Imran Khan #GazaUnderAttack",Palestine,negative
1720189130280239564,"Palestine TV journalist Mohammad Abu Hattab was killed with his family in an Israeli airstrike. His colleague Salman Al-Bashir removes his protective gear marked PRESS on air saying: “We can’t take it anymore, we are exhausted. We are victims. The only difference between us is the time of death. We are killed one after another. And no one cares about the catastrophe or the crime that we endure in Gaza. No protection for anyone or anything. This gear and helmet do not protect any journalist, they are just empty slogans. We are victims, live on air. We are victims awaiting our turn to be killed. Mohammad was here half an hour ago (reporting). Now he lies dead with his family in this same hospital.”",Palestine,negative
1720132648100585920,"this is your reminder that this franchise is rooted in zionism and is zionist propaganda. the story is literally based on the israeli occupation of palestine and perpetuates very harmful palestinian stereotypes & caricatures. pirate this, or even better, boycott it completely.",Palestine,negative
1720318614409212035,"“There is an hour on Friday & if a Muslim gets it while praying and asks something from Allah, then Allah will definitely meet his demand."" 
& the Prophet SAWW pointed with his hand to indicate that this period of time is very short. (Bukhari)
Remember Palestine in yours prayers.",Palestine,neutral
1720281356788502605,"I think the Jews in Palestine can all move anywhere they want. 
Afterall, almost every government in the world has shown how much they love these people.
Easiest solution.
Wow, i solved it! Get me :)",Palestine,positive
1719060831785083353,"PALESTINE IS STILL ALIVE. PALESTINIAN PEOPLE ARE STILL ALIVE. THEIR CULTURE IS STILL ALIVE. THEIR TRADITIONS ARE STILL ALIVE. THEIR FOOD IS STILL ALIVE.

DO NOT TREAT PALESTINE / PALESTINIANS LIKE THEY ARE ALREADY GONE. MOURN THE DEAD, FIGHT LIKE HELL FOR THE LIVING.",Palestine,negative
1720008869051617644,"Police are attempting to arrest Jews in prayer. 

We shout “let us pray” for Palestine.

The police have confiscated copies of our speeches.

GET YOUR COP HANDS OFF OUR JEWISH COMRADES",Palestine,negative
1720288582244729063,"A genocide is under way in Palestine and the imperial West is an active participant.

— #AJOpinion by M Muhannad Ayyash
🔗: aje.io/r3epgz",Palestine,negative
1718145706387493282,hiii as a palestine i highly recommend using decolonizepalestine.com instead it’s a much better source,Palestine,positive
1720154298716197301,Notice how pro palestine people take everything extremely serious because a genocide is fucking happening and thousands are getting slaughtered and pro isr*elis spend their time comparing shit to a musicians album..yeah,Palestine,negative
1720206903198842914,"More from @ynetalerts report:
Iran failed to fully grasp the force of IDF ground assault in Gaza, due to deceptive Israeli moves; Tehran now understands that situation in Gaza is graver than initially estimated; regime pressing Hezbollah to intensify attacks on Israel.",Gaza,negative
1720190647871721550,"Palestinian TV reporter Salman Al-Bashir threw the press vest to the ground live on air shortly after reporting the death of his colleague, Mohammed Abu Hatab who was with them just 30 mins earlier.

He was killed along with his entire family. 🇮🇱 is targeting journalists! #Gaza🇵🇸",Gaza,negative
1720315000961790215,"Maulana Arshad Madani Sahib, President of Jamiat Ulema-e-Hind said,

""Hamas is not a terrorist organization, it is a patriotic organization which is fighting for the freedom of its land.""
#Israel , #Hamas , #Gaza , #FreePalestineFromZionist",Gaza,neutral
1720267075405382129,Gaza City—what you can’t see from above.,Gaza,neutral
1717948119155953684,"This is not the sun
It is Gaza at night, ignited by an unprecedented hysterical bombing carried out by Israeli aircraft
Before starting this, the occupation cut off electricity, internet and communications to the entire city
This is a massacre open to the whole world
#Gaza_Genocide",Gaza,negative
1720132059270611351,"🇫🇷🗣️ ALERT: Is public opinion changing?

#Israel | #Hamas | #Palestine | #Gaza | #Biden | #Netanyahu | #Putin | #Macron

To stay informed, follow @les_spectateurs",Gaza,neutral
1719770632294899906,"there are 3,122 teachers at the University of Bologna. 143 signed a grim pro-Gaza-#Hamas manifesto, that's roughly 5 percent. Leave them alone.",Gaza,negative
1720129374786056538,"Senator Van Hollen exposes the fact that ISRAEL killed 6 times more children in Gaza in 3 weeks than were killed during the entire UKRAINE war!

Van Hollen also admits that someone he knows well in Gaza just had FOUR CHILDREN KILLED!",Gaza,negative
1717916529184874610,"Satellite images show the massive destruction that has affected residential neighborhoods in Gaza Strip since the ongoing #Israeli aggression on October 7.

Satellite images show the massive destruction that has affected residential neighborhoods in Gaza since the Israeli aggression on October 7.

#Gaza_under_attack
#Palestine
#Israeliwarcrimes",Gaza,negative
