fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified
unity,1719043702143037820,42,2,7,23,Gaza,Netanyahu is unhinged. This is religious driven genocide. He is twisting Judaism for his murderous Zionist ways - he was born in the US too 🥴 #NetanyahuIsMonster #FreePalenstine #Gaza_Genocide #JewsAgainstZionism #JewsForPalestine #ZionismIsTerrorism #ZionistPropagandaMachine,2023-10-30T17:28:00.000Z,@LveLaughLobotmy,FALSE
Sue,1720304715182018931,2,0,2,2,Israel,"Tonight, a bipartisan group of members voted to send immediate aid to Israel, our greatest ally in the Middle East. Our supplemental package, which is fully offset, provides Israel with advanced weapons systems, supports the Iron Dome missile defense system, and replenishes American domestic defense stockpiles. This is necessary and critical assistance as Israel fights for its right to exist.

With antisemitism on the rise both domestically and abroad, it’s imperative that the U.S. sends a message to the world that threats made against Israel and the Jewish people will be met with strong opposition. The Senate and White House cannot let this moment pass, and I urge them to act swiftly and pass this bill as the House did today.

t.me/CongressmanMikeJohnson",2023-11-03T04:59:00.000Z,@SimplySusie3,FALSE
Yuliasfe,1718244592557207969,411,4,1,192,Israel,Hanyalah orang Bodoh Tak Berakal & Tak Punya Hati yang masih membela Zionis Israel Si Iblis Keji #SavePalestineFromzionis #ZionistsAreEvil #FreePalestineFromZionist #ZionistsAreNazism #ZionismIsNotJudaism,2023-10-28T12:33:00.000Z,@Yuliasfe728,FALSE
Rep. Marjorie Taylor Greene🇺🇸,1719874073444892938,14632,371,2690,6489,Israel,"When a terrorist attack happens on our homeland, just remember that Republicans couldn’t even censure Rashida Tlaib, a Pro-Hamas Pro-terrorist Israel hating member of congress.

That’s the message heard all over America tonight.",2023-11-02T00:28:00.000Z,@RepMTG,TRUE
tr1cky,1720318378814947464,0,0,0,0,Israel,Bill gone to Israel to fight for his daddy,2023-11-03T05:53:00.000Z,@tr1cky_,FALSE
Stuzi 🐝🐝,1720210776810553589,98,2,9,17,Israel,"Hearing every Tory politician/mouthpiece repeat the mantra that Israel’s right to defend itself somehow negates the machine-like slaughter of innocent Palestinians reminds me of the whole ‘spades in the ground’ debacle we just suffered with HS2

#bbcqt",2023-11-02T22:46:00.000Z,@stuzi_pants,TRUE
Discomforting,1720318377435222025,0,0,0,0,Israel,"Anti- Israel is not anti-semitism . Lots of non Zionist Jews are anti Israel. It’s ok to criticize Israel. 

Let that sink in.  Pleasing the donors some of which are pro Israel on the expense of human rights violations in Gaza is unethical and inhumane, to say the least!!!",2023-11-03T05:53:00.000Z,@Samurainest,FALSE
Sharmine Narwani,1720030823162806373,1125,19,46,544,Israel,"Russia: 'Israel has no right to self-defense as an occupying state.'

This is the unspoken truth about international law and a UNSC member just said it out loud. A very, very big deal. The gloves just came off. new.thecradle.co/articles-id…",2023-11-02T10:51:00.000Z,@snarwani,TRUE
Razin’ the West,1720318376550236211,0,0,0,0,Israel,They care more about apartheid Israel than about anyone in America.,2023-11-03T05:53:00.000Z,@NizaribrhmNizar,FALSE
Sioniste Judéen,1720141253126275330,434,5,69,163,Israel,"Les hyènes on réveiller un lion endormi
Le lion se réveille et il est en colère
Il planifie son attaque lentement mais sûrement
et il attaque en pleine puissance Le lion c’est Israël
Il était endormi
mais il s’est réveillé
il est prêt à combattre le mal",2023-11-02T18:10:00.000Z,@I_Desouche,FALSE
Dan Cohen,1720261267032510962,2674,20,62,810,Israel,"Somehow, amid risking his own life to document Israel’s daily massacres, Motaz Azaiza @azaizamotaz9 finds time to play with kids and cheer them up. 

There isn’t a bigger heart in the world. I couldn’t be prouder to call this hero my friend.",2023-11-03T02:07:00.000Z,@dancohen3000,TRUE
Quds News Network,1719138733675454837,1039,70,46,826,Israel,"""The Chief of Staff of the Israeli army [said] the Palestinians are cancerous growth. That type of talking is actually like Nazi talking. That's what was said about me when I was a Jewish boy in #Germany under the Nazis.""

Auschwitz survivor Hajo Meyer compares #Israel to #Natiz.",2023-10-30T23:46:00.000Z,@QudsNen,TRUE
Awan Wafdan,1719986376714965431,1389,7,2,1293,Israel,"Aktivis Amerika menganjurkan protes di hadapan bangunan CNN, Amerika untuk mengkritik liputan pro-pengganas Israel CNN itu. Mereka melakonkan situasi #Gaza yang digenosid oleh #Israel. 

#CeasefireNOW",2023-11-02T07:54:00.000Z,@seketulawan,TRUE
Linda Rolley,1720318374557917513,0,0,0,0,Israel,"Let's set the record straight, folks. Contrary to what some media outlets suggest, Israel is not on a mission to harm innocent civilians. In fact, they go to great lengths to minimize collateral damage.",2023-11-03T05:53:00.000Z,@LindaRolley2,FALSE
Mr Sharma,1720282888569258001,40,0,3,13,Israel,"Hey @Israel @IDF 
Our score was 357 yesterday. You are our best friend if your score is more than this today. 
#INDvsSL",2023-11-03T03:32:00.000Z,@MrSharmaSpeaks,TRUE
Gerhard Papke,1719999745718935559,1206,6,26,241,Israel,"Egal ob #Habeck, #Scholz oder wer auch immer: Solange die Bundesregierung täglich weitere verdammte Antisemiten und Islamisten ins Land lässt, die jüdische Mitbürger bedrohen und Hassparolen gegen Israel verbreiten, bleiben all diese Betroffenheitsreden nicht mehr als heiße Luft!",2023-11-02T08:47:00.000Z,@PapkeGerhard,TRUE
Taleb,1719791872691015913,93,1,21,11,Israel,So explain to me how ‘ #israel ‘ is not Nazi Germany?,2023-11-01T19:01:00.000Z,@Taleb933,TRUE
Middle East Eye,1720070819303571470,38,2,2,24,Israel,"🔴 UPDATE

Bahrain has cut economic relations with Israel and recalled its ambassador in Tel Aviv, citing the ""escalating aggression"" against Gaza as the reason.

Follow our live coverage ⤵️ 
middleeasteye.net/news/israe…",2023-11-02T13:30:00.000Z,@MiddleEastEye,TRUE
Fred Guttenberg,1720253794187952510,1056,3,10,195,Israel,"No @SpeakerJohnson, this is a lie.  You tied it to a bullshit domestic fight and you are holding Israel hostage as a result.  Your cynical effort here only confirms my worst fears about you.  You obviously don't care about the needs of Israel.  You are a pathetic fraud.",2023-11-03T01:37:00.000Z,@fred_guttenberg,FALSE
𝙾𝙼𝙹 ℂ𝕖𝕟𝕥𝕒𝕟𝕘ℙ𝕦𝕥𝕚𝕙,1720111219653357699,447,3,27,123,Israel,Mencoba kabur Saat Serangan 👉Kendaraan Zionis Israel Teejungkal dan Membuat seekor tikus yg ada  di dalam nya Terluka Parah ( Tulkarem ),2023-11-02T16:10:00.000Z,@OmJ_JeNggot,FALSE
Dr. Jill Stein🌻,1719457395577921601,82026,401,933,26739,Israel,"As a Jew who grew up just after the Holocaust, with relatives who fled pogroms and a grandfather named Israel, I take “never again” seriously. And that means never again for anyone.

Never again is now.

We must put an immediate stop to this genocide.",2023-10-31T20:52:00.000Z,@DrJillStein,TRUE
Syrian Girl 🇸🇾🎗,1720264864504168503,2935,78,204,1193,Israel,Piers Morgan gets schooled by Bassam Yousif on how israel came to be. The Jewish pogoms happened in Europe because Europeans didn’t want to pay back their loans.,2023-11-03T02:21:00.000Z,@Partisangirl,TRUE
SusanD,1720318370917372231,0,0,0,0,Israel,"?😅1.Israel is a democracy 2.They live peacefully with 2 million Arabs 3.They have freedom of speech/religion⬅️(see#2) 4.They have a thriving, dynamic economy. 5.🇨🇦isn't perfect-we have a weak, spineless leader who allows anti-semitism to thrive & is corrupt💰🤑as they come.",2023-11-03T05:53:00.000Z,@Zanny_D5,FALSE
abdul rasyid,1720225382023278758,47,0,1,8,Israel,Jarak 0 seperti meletakkan secangkir kopi di atas meja...luar biasa mental pejuang Palestina...mata dunia terbuka bahwa tentara Israel tidak sekuat yg di propagandakan selama ini...sudh saatnya dunia tak perlu takut dg Israel dan AS...mereka hanya berani main udara dan lari,2023-11-02T23:44:00.000Z,@abdulra84804284,FALSE
アフマドさん .. 🜃,1720318370393018416,0,0,0,0,Israel,I’ve been coming across videos similar to this for a while and people still condone the actions of israel to date!,2023-11-03T05:53:00.000Z,@FrunoB_,FALSE
Anggrainy˚* ❀,1720318369944248477,0,0,0,0,Israel,"Your army is Botty . Just want to hurt civilian people.. pooh poor.. Your product, starbuck, mcd, uniliver has been boycotting in my country. @Israel  nitter.net/SoftWarNews/stat…
And UN as always ""do nothing"" @UN @UNHumanRights !",2023-11-03T05:53:00.000Z,@rainy_en,FALSE
Jackson Hinkle 🇺🇸,1720144238908756178,24818,142,1224,4912,Israel,"🚨🇮🇱 @Israel, the official X account of the Israeli Government, is now liking posts that call for me to be BANNED FROM X!

🚨 Subscribe to my X Premium to help me EXPOSE THEIR LIES!",2023-11-02T18:21:00.000Z,@jacksonhinklle,TRUE
Kristoffer Ragnarsson,1720318369012814135,0,0,0,0,Israel,"You’re STILL claiming they beheaded babies.  You are instrumental in turning people against Israel, well done.",2023-11-03T05:53:00.000Z,@KrisRagnarsson,FALSE
Rev Laskaris,1720211855992353272,1495,9,77,290,Israel,🇮🇱 Israel is the most fake country on Earth,2023-11-02T22:50:00.000Z,@REVMAXXING,TRUE
Karina Michelin,1720143603496837545,3255,39,157,911,Israel,"A partir de amanhã irá aumentar ainda mais a tensão no Médio Oriente, o ultimatum do Hezbollah à Israel irá expirar. 

O líder supremo do Hezbollah falará ao mundo às 15h00 ( horário local) em Beirute, entretanto há rumores (a confirmar) que o Wagner grupo (o grupo russo mais forte do mundo em guerrilha urbana) está chegando no Líbano, enquanto o Irã, a Síria, o Egito e o Iêmen, colocaram seus exércitos em alerta máximo, prontos para a batalha.

 A câmara dos EUA aprovou uma emenda que dá luz verde ao exército para impedir que o Irã adquira armas nucleares de qualquer forma, autorizando assim o  ataque preventivo - esquecendo que o Irã, a Rússia, a China e a Coreia do Norte (todas potências nucleares) assinaram um pacto de colaboração e apoio militar entre eles.

Enquanto isso, Putin assinou a lei que revoga a ratificação do Tratado de Proibição de Testes nucleares.  
O Tratado de 1996 proíbe todas as explosões nucleares, incluindo testes ao vivo de armas nucleares - mas nunca entrou em vigor porque alguns países chaves como: Estados Unidos e China, nunca ratificaram. 

A guerra entre Israel e Hamas é o pretexto perfeito para o grande front revolucionário atacar o mundo.",2023-11-02T18:19:00.000Z,@karinamichelin,TRUE
Fadli Ramadan,1720318367297634527,0,0,0,0,Israel,"Masalah yang dibikin sama orang barat sana tuh emang sepele anjir. Lu tau kenapa film-filmnya kena cancel? Ya karena kurang bayaran buat aktor dan penulis. Lu tau kenapa Palestina sama Israel kagak selesai-selesai? Ya karena yang satunya caplok tanah orang. 

Se-sepele itu anjrit",2023-11-03T05:53:00.000Z,@fadliiramadann,FALSE
Ucrania. Noticias del otro lado.,1720025028291375179,710,8,26,505,Israel,"Manifestación en Turquía que las autoridades no lograron impedir.

La multitud enojada grita: ""¡Muerte a Estados Unidos!"", ""¡Israel el asesino!"", ""¡Estados Unidos el asesino!"".

Erdogan pertenece al club de los que ladran pero no muerden.",2023-11-02T10:28:00.000Z,@UcraniaOtro,FALSE
Narendra Maurya,1720318366555234318,0,0,0,0,Israel,"BIG BREAKING NEWS - US VP Kamala Harris said US won't tell Israel how to conduct the war 🔥🔥 

A journalist had asked her if a refugee camp in Gaza is a legitimate target for a military attack

US further approves bill for $14.3 billion dollars in aid to Israel. Massive Israeli Airstrike continues",2023-11-03T05:53:00.000Z,@narendra483,TRUE
senja,1720318365468950722,0,0,0,0,Israel,Tentara israel auto ketar ketir,2023-11-03T05:53:00.000Z,@awanmendung28,FALSE
Mr Sinha,1719951793470525877,15874,193,465,5898,Israel,"This kid is a Muslim
This kid lost his home
This kid is being thrown out
This kid also deserves sympathy and outrage 

Alas! This kid won't get it because Pakistan did it.

Had it been done by India or #Israel, the entire world would've been condemning & teaching us humanity.

In this case even the IsIamic ecosystem won't speak. All the ISIS/Hamas toilet cleaners will hide their face now.",2023-11-02T05:37:00.000Z,@MrSinha_,TRUE
Reza Pahlavi,1719352278858043697,14634,114,673,5173,Israel,"From #ArmitaGaravand to #ShirelHaimPour, from Iran to Israel, Islamist terrorists target the children of Iran. They are messengers of death and darkness while we honor life and light.

I offer my sympathy to Haimpour's family and say to them that in this fateful battle, good will triumph over evil and light will triumph over darkness.",2023-10-31T13:55:00.000Z,@PahlaviReza,TRUE
ÖZCO,1720318362205491686,0,0,0,0,Israel,"BABY KILLERS!
ISRAEL=ISIS",2023-11-03T05:53:00.000Z,@zkanCOK73346084,FALSE
Taleb Alisalem,1720093794664902959,831,13,57,418,Israel,"El hombre que derrotó a Israel. Se desconoce su lugar de residencia, sus apariciones públicas son muy reducidas y sus discursos hacen temblar a sus enemigos. Amado por muchos, odiado por otros. El carismático líder de Hezbollah, Nasrallah dará un discurso histórico mañana viernes",2023-11-02T15:01:00.000Z,@TalebSahara,FALSE
sofea rozaidi,1719892747610685466,5702,14,15,8696,Israel,Israel ni dah tahap secara terang terangan mengaku bunuh secara beramai ramai anggap semua rakyat Gaza patut mati pun dunia buat taktahu je. Betul lah tu kita cintakan dunia dan takut akan kematian,2023-11-02T01:42:00.000Z,@sofearozaidi_,TRUE
Jackson Hinkle 🇺🇸,1719786227321147399,25385,561,870,17379,Israel,"🚨🇮🇱 INJURED PALESTINIAN civilians are being transported to hospital on horse-drawn carriages because Israel has bombed so many ambulances! 

#HinkleCensored",2023-11-01T18:39:00.000Z,@jacksonhinklle,TRUE
Baserad Fader,1720318360381165686,0,0,0,0,Israel,"Jomshof slickar hellre globalist-röv, han har åkt på SDs sponsringsläger i Israel och är därmed köpt av samma äckliga jude-elit som hjärntvättar våra barn att 6 miljoner judar dog i någon förintelse helt utan bevis.
Landsförrädare Jomshof, du kommer hänga som resten av packet.",2023-11-03T05:53:00.000Z,@BasedDaddy88,FALSE
Khaber.tv,1720318360125419740,0,0,0,0,Israel,#US to call on Israel to implement humanitarian pauses in Gaza,2023-11-03T05:53:00.000Z,@khaber_tv,FALSE
Florian Philippot,1720028838250357014,938,10,84,500,Israel,"+ de 50 navires de guerre en Méditerranée et en mer rouge, 11 pays de l’OTAN. 2 énormes porte-avions américains. Record depuis si longtemps !
Navires chinois et russes.

#Netanyahu au courant en amont du 7/10, énorme polémique en Israël.

L’UE qui directement souffle sur les braises via #Ursula.

Des plans insensés de transfert de millions de Gazaouis révélés, qui provoqueraient l’embrasement de la région et le chaos migratoire chez nous. 

➡️ L’État profond en guerre ! En guerre pour l’embrasement régional voire mondial ! 
Nouvelle vidéo ➡️ piped.video/l0cq74Mo_fM?si=3dNs…",2023-11-02T10:43:00.000Z,@f_philippot,TRUE
𝐘𝐚𝐳𝐚𝐧 Braik,1720318358971666923,1,0,0,0,Israel,"You need to tell that to whoever is committing a crime towards other human beings..

To the people that committed massacres to create Israel 1948 

x.com/jakeshieldsajj/status/…",2023-11-03T05:53:00.000Z,@yazan_zafer,TRUE
Abier,1720286343022985408,212,7,8,200,Israel,"“ we are waiting to be killed any minute. We are dropping dead one after the other and no one care”

Palestinian journalist, Mohammad Abu hattab was killed alongside his wife, kids and brothers.

#Gaza #Israel",2023-11-03T03:46:00.000Z,@abierkhatib,FALSE
The Mind of Jamal,1719150081125892364,56,7,10,6,Israel,Burn baby Burn 🔥 Palestinian flag #IsraelPalestineWar #Israel #HamasTerrorrists,2023-10-31T00:31:00.000Z,@MindofJamal,FALSE
Paxton 🇵🇭🇵🇸,1720118316285800734,1174,9,1,322,Israel,"LOOK: Maria Ressa, Nobel laureate and CEO and founder of fact-checker Rappler, falls victim to disinformation herself; echoes apartheid Israel propaganda",2023-11-02T16:38:00.000Z,@slitheringmilk,TRUE
Nonsense netizen,1720318357357088932,0,0,0,0,Israel,The whole of Europe is gone into their hands and Europe is not Israel to fight them,2023-11-03T05:53:00.000Z,@NetizenShvet,FALSE
Muhammed Bin Ali,1720318357231055117,0,0,0,0,Israel,"Gaza's daily need is 250 truck . Its 10-day need is 10x250=2500 truck! You allowed only 300 of them, that is, only 12 percent of the need. Gaza needs water, food, medical supplies and fuel, you bloody genocidaires! We will never forgive you.",2023-11-03T05:53:00.000Z,@MBinAli59,FALSE
ECSaharaui,1720183658034720961,180,17,33,233,Israel,"🔴 #URGENTE | El Premier ministro israelí, Benjamín Netanyahu, ahora dice que no se descarta un breve alto el fuego, según Times of Israel.

Israel ha asesinado hasta el momento cerca 10.000 palestinos entre ellos 3.700 niños. También ha destruido con sus bombas el 70% de la Franja de Gaza. #Genocide_in_Gaza",2023-11-02T20:58:00.000Z,@ECSaharaui__,TRUE
Fernando Ávila,1720318355784040685,0,0,0,0,Israel,"Que días más difíciles, no sé qué haría sin aleister🤍🐶",2023-11-03T05:53:00.000Z,@IsraelAvila_,FALSE
ندى العيون,1720318355716874608,0,0,0,0,Israel,Israel = Nazism = Fascism,2023-11-03T05:53:00.000Z,@nada_al3yon,TRUE
Mojamoja,1720318355004084534,0,0,0,0,Israel,"Israel laknat!!!
#FreePalestineFromZionist",2023-11-03T05:53:00.000Z,@Moja_nea,FALSE
KOMPAS TV,1720287972141277546,42,3,5,8,Israel,"Pasukan Paramiliter Iran Dilaporkan Tiba di Lebanon, Dikerahkan untuk Serang Israel dlvr.it/SyK8VN",2023-11-03T03:53:00.000Z,@KompasTV,TRUE
José Sánchez 🇺🇦 🇺🇸 🇮🇱,1720294923415499245,1,0,0,1,Israel,#Israel,2023-11-03T04:20:00.000Z,@jsanchezg_,FALSE
Falsehood Shall Perish,1720318353993003154,0,0,0,0,Israel,A shovel? How long did that take? Why do Israel's bootlickers feel it is necessary to lie about atrocities?,2023-11-03T05:53:00.000Z,@DefendPal1,FALSE
corbier dehaie,1720318352810230192,0,0,0,0,Israel,"Surtout qu'il à tort en disant qu'Israël à le droit de se défendre. Les palestiniens ont le droit de se défendre selon le droit international. Israël est l'agresseur, il n'a aucun droit légal. Juste l'obligation de retirer ses troupes d'après la loi.",2023-11-03T05:53:00.000Z,@CDehaie,FALSE
ब्राह्मण आदित्य पांडेय,1720318352772767984,0,0,0,0,Israel,अगर यह बात सच है तो इतना ही कहेंगे दौलत और शोहरत पचा पाना हर किसी के बस की बात नहीं। #ElvishYadav #ajavol #ซานิเบาได้เบาxอิงล็อต #Ciaran #Ciaran #INDvsSL #Israel #ElvishYadav𓃵 #ElvishArmy,2023-11-03T05:53:00.000Z,@Kunda0001,FALSE
Gerardo Hdez. Nordelo,1720114677298954553,1425,49,115,1361,Israel,"Pregunta: Si de un lado están #USA e Israel, y del otro el resto del mundo: ¿De qué lado está la razón?. (Sabemos la respuesta, pero queremos ver qué inventan los odiadores). #Cuba #CDRCuba #MejorSinBloqueo #BloqueoGenocida",2023-11-02T16:24:00.000Z,@GHNordelo5,TRUE
Historia.ID,1720067877758451982,324,13,9,86,Israel,"Senantiasa tegak lurus mendukung Palestina sejak Perang Yom Kippur, Korea Utara tak pernah mengakui kedaulatan Israel. 
historia.id/politik/articles…",2023-11-02T13:18:00.000Z,@historia_id,TRUE
Helena Maleno Garzón,1719383617493778554,2347,55,120,2111,Israel,Israel bombardea el campo de refugiados de Jabalia con 6 misiles altamente letales. Otra carnicería de los genocidas.,2023-10-31T15:59:00.000Z,@HelenaMaleno,FALSE
The New Arab,1720312394109349953,1,0,0,2,Israel,"How does international humanitarian law apply in Israel and Gaza?  

Here's an explainer by @hrw's Senior Legal Advisor @cliveabaldwin 👇 newarab.com/analysis/how-do-…",2023-11-03T05:30:00.000Z,@The_NewArab,FALSE
Israel Ndambu,1720318350343987306,0,0,0,0,Israel,Aventurier,2023-11-03T05:53:00.000Z,@IsraelNdam67299,FALSE
Danny De Urbina,1712638707399078369,85504,1402,3316,15463,Israel,"WATCH: 5,000 Catholics just offered mass for Israel then lead a massive Eucharistic procession that spanned for BLOCKS through the heart of New York City

Leaving bystanders in TEARS in the middle of Times Square.

God is on the move.

Watch in awe.",2023-10-13T01:17:00.000Z,@dannydeurbina,TRUE
Dr Mahathir Mohamad,1719693207762866388,13225,210,258,10629,Israel,"THE GENOCIDE
 
1. The Israelis have killed 8000 plus Palestinians.

2. But Netanyahu says they have not won the war.

3. When will Israel consider the war has been won?

4. When they have killed all 1.6 million Palestinians?

5. What does the world do to this Israeli intention?

6. 120 countries in the UN say stop the killings.

7. But America says keep on killing.

8. That is the measure of America’s humanitarian policy.

9. That also is the measure of the humanitarian policy of those countries which support the killings by Israel.

10. This is the world in which we live.

11. Murderers are supported. Their victims deserve to die.

DR MAHATHIR BIN MOHAMAD
Nov 1, 2023",2023-11-01T12:29:00.000Z,@chedetofficial,TRUE
Mhedy Alkhaldi,1720318349089849735,0,0,0,0,Israel,"As Twitter is a supporting the freedom of speech, allow me to say 
#Israel_are_sons_of_bitches",2023-11-03T05:53:00.000Z,@alkhaldi_mhedy,FALSE
Haya 🇵🇸,1715350741483745580,7953,39,5,2153,Israel,"Soon after Israel prohibited the Palestinian flag and its colors, arresting or harassing anyone who tried to display it, activists started carrying around slices of watermelon.

The watermelon with its colours being Red, black, white and green, became a symbol of resistance.",2023-10-20T12:54:00.000Z,@pettipali,FALSE
Frisch🇩🇪🇮🇱🇦🇲,1720318348783685718,0,0,1,0,Israel,Ich bedrohe nicht 7 Millionen Juden in Israel. Du vielleicht?,2023-11-03T05:53:00.000Z,@Frisch630157,FALSE
Deadline White House,1720188023722176648,534,8,39,165,Israel,"“What you have here is one senator putting his personal political agenda, ahead of our troops... definitely damaging national security. I'm glad senators finally got fed up…took a conflict in Israel and a marine corps commandant had a heart attack.” @jaslow w/ @NicolleDWallace",2023-11-02T21:15:00.000Z,@DeadlineWH,FALSE
fujolesbianfremi🥩@mikuexpo2024!!,1720265810793406904,6,0,0,4,Israel,"Hey, be careful when tearing down missing people Israel posters cause they’ve started putting razors on the back of them.",2023-11-03T02:25:00.000Z,@kika_xXx1,FALSE
Committee to Protect Journalists,1720131805167116462,198,13,6,226,Israel,"🚨 More members of the press have died in the first weeks of the Israel-Gaza war than any other conflict since at least 1992.

As of November 2, CPJ has confirmed 35 journalists dead. 30 Palestinian, 4 Israeli, and 1 Lebanese.

More details: cpj.org/2023/11/journalist-c…

#Israel #Gaza",2023-11-02T17:32:00.000Z,@pressfreedom,FALSE
Airto Cortez,1720212768018624769,326,4,21,276,Israel,"#ULTIMAHORA 🇩🇿Argelia vota su parlamento una resolución que otorga poderes a su presidente para dar protección al pueblo palestino. Entre los poderes que da la resolución está DECLARAR LA GUERRA a Israel. Todos los diputados votan a favor entre gritos de apoyo a Palestina

Vía @03690jul #Gaza #Palestine #IsraelTerorrist",2023-11-02T22:54:00.000Z,@Comando_Activo1,TRUE
Middle East Eye,1720316356480979074,29,2,2,34,Israel,"""All the signs are in place that Israel is once again seriously considering a massive ethnic cleansing operation, conducted at lightning speed and with US assistance, to override international objections.

The question is, is anyone ready, or able, to stop them?""

✍️Opinion by Jonathan Cook 

🔗Read the full column: middleeasteye.net/opinion/is…",2023-11-03T05:45:00.000Z,@MiddleEastEye,TRUE
Utusan Malaysia,1720307328246071533,1,0,0,3,Israel,Zionis usir semua pekerja Palestin di Israel ke Gaza utusan.com.my/luar-negara/20… #AsiaBarat #LUARNEGARA #TERKINI,2023-11-03T05:10:00.000Z,@UMonline,FALSE
Elon Masti,1720318345696645351,0,0,0,0,Israel,The one doing genocide in Ghaza.... They're terrorist (Israel),2023-11-03T05:53:00.000Z,@trainer_salman,FALSE
adlie,1720235975782334466,155,4,3,39,Israel,"The difference is,

This is coming directly from the citizens of Israhell’s mouths👇🏻",2023-11-03T00:26:00.000Z,@adliehassan,FALSE
Loulou,1720219413897482282,220,0,4,18,Israel,"Biden, McConnell neglected to hear the Urkraine bill is coming next tied into the southern border.  
It is time our government starts acting on behalf of America.  
Israel has nothing to do with Urkraine.   Pass the bill!!",2023-11-02T23:20:00.000Z,@lindaakerrober1,TRUE
"Idriss J. Aberkane Ph.D, Ph.D & Ph.D",1720172237859307916,1006,13,144,347,Israel,Les Houthis viennent de proposer la paix cash à l’Arabie Saoudite si elle attaque Israël…,2023-11-02T20:13:00.000Z,@idrissaberkane,TRUE
Rev Laskaris,1720256528509288591,563,6,40,321,Israel,"🇵🇸🇮🇱 This is what Israel did to Gaza

Israel is 100 percent a Terror State",2023-11-03T01:48:00.000Z,@REVMAXXING,TRUE
Kawsachun News,1719455070083797462,64367,1773,1015,23862,Israel,"BREAKING: Bolivia ends relations with Israel

Minister of the Presidency: ""We are sending this official communication to the State of Israel, in which, as stated, we make known our decision as the Plurinational State of Bolivia to break diplomatic relations with Israel.""",2023-10-31T20:43:00.000Z,@KawsachunNews,TRUE
jondevoy,1720208656262742283,1195,2,6,60,Israel,Sent this video to a mate of mine got this reply,2023-11-02T22:37:00.000Z,@DevoyJo,FALSE
Juan Douglas (JD),1720318342735573217,1,0,0,0,Israel,"Should have a 3rd option Jews in thr Israel government are genocidal. The majority of Jews, Muslims or Christians just want to get on with life without any pain, suffering or hate.",2023-11-03T05:53:00.000Z,@Jd1986Jd,FALSE
Aussie Cossack,1720282975097761859,206,8,44,100,Israel,"❗️EXCLUSIVE: A foreign cargo ship has been spotted loading Australian Bushmasters and ADF armour for Israel to use against Palestinians.  🇦🇺🇮🇱🇵🇸 

🚢 The vessel CHARLIE arrived in Brisbane from Port Kembla 24 hours ago (IMO 9736236, MMSI 305543000) and is currently sailing under the flag of Antigua & Barbuda. 🇦🇬

😱The demilitarization of Australia continues. China is watching and laughing. Why is the Albanese Government intentionally depleting Australia's already insignificant military assets on the eve of WW3? 

🇦🇺Who voted for this?

🎙Join @AussieCossack",2023-11-03T03:33:00.000Z,@aussiecossack,TRUE
Bien pensante,1720287372514877827,8,0,1,5,Israel,"Le Liban se prépare au discours de Sayed Hassan Nasrallah demain.

Le Hezbollah pourrait bloquer une grande partie des troupes sionistes dans le nord d’Israël. Il pourrait alors y avoir une escalade.",2023-11-03T03:50:00.000Z,@IsabelleLaisia,FALSE
Norma Kay,1719976153975324955,109,2,20,16,Israel,The God of Israel killed 20millon people while Satan killed only 3,2023-11-02T07:14:00.000Z,@realnorma_kay,TRUE
Erfan Fard,1720082244319219790,94,1,0,26,Israel,"#IRGC terrorist #Salami has called for a global jihad, which implies support for #IslamicTerrorist actions against #Israel amid the ongoing conflict with #HamasNazis.

He's seen as a divisive figure & a puppet of #Khamenei, who only adds to the tensions.

Achieving peace with thugs like him is a challenging prospect, & it underscores the difficulty of eliminating the roots of #terrorism in the region.
@IDF @Jerusalem_Post @JNS_org @IsraelWarRoom",2023-11-02T14:15:00.000Z,@EQfard,TRUE
Felipe Durante,1720228014922051631,710,3,7,124,Israel,"Protestou contra o genocídio? agora pode perder sua cidadania de ISrael.

Mas tem ""analista de geopolitica"" BR dizendo que Israel é uma democracia.",2023-11-02T23:54:00.000Z,@fedurante,TRUE
Gov. Greg Abbott,1720204821938999782,237,8,84,42,Israel,"Texas and Israel share a strong bond forged by our resilient peoples. 

I was proud to reaffirm Texas’ steadfast support for Israel during visits with Prime Minister @netanyahu and President @Isaac_Herzog in Jerusalem today.",2023-11-02T22:22:00.000Z,@GovAbbott,FALSE
Chip Mitchell,1720318337647882689,0,0,0,0,Israel,"“In societies that contain widespread nationalistic tendencies, as is … the case in #Israel, war and national tragedies create the perfect environment for witch hunts and accelerated branding of critics and minorities as enemies from within.” nytimes.com/2023/11/02/opini…",2023-11-03T05:53:00.000Z,@ChipMitchell1,FALSE
gυzєℓ αмαяє,1720120750110298283,177,3,61,44,Israel,"Tentara IDF sudah ditempatkan tepat mengelilingi wilayah Kota Gaza  dari berbagai sisi, kata Kepala Staf Umum Angkatan Pertahanan Israel Herzi Halevi.

gw doain Mati smua pasukan anda",2023-11-02T16:48:00.000Z,@thekuxell,FALSE
Al-Monitor,1720316946560741412,3,0,0,5,Israel,Lebanon-Israel border heats up ahead of speech by Hezbollah leader al-monitor.com/originals/202…,2023-11-03T05:48:00.000Z,@AlMonitor,TRUE
